content,sentiment
i read in the newspaper about a yr old woman who was found naked and dead along a roadside it turned out she had had two relatives and who were kidnapped raped and killed earlier,disgust
i realised that someone was insidiously attempting to shit me off i was disgusted with him for doing so because i afforded him with no excuse to do so,disgust
i received a letter which was too strong for me it said i had done something which i really didnt do,disgust
i saw a cripple in rags with small children in italy he was probably an imposter,disgust
i saw a dog who was eating excrements,disgust
i saw a drunk man tottering behind his wife and insulting her awfully,disgust
i saw a film about the nazi concentration camps during the war after the film i felt disgust,disgust
i saw a film where snakes were crawling everywhere i felt them crawling over all my body with that skins the noise that they did disturbed me very much,disgust
i saw a friends husband with another woman,disgust
i saw a magazine with photographs of dead and maimed people whose limbs were separated from their body like a head on one side and the leg on the other,disgust
i saw a man falling on the walkway he seemed half dead and was immobile i felt disgust for the people who passed by without doing anything to help,disgust
i saw a movie called the thing the film directed by john carpenter the monster in the film made me feel disgusted,disgust
i saw a physically handicapped young man whose spittle ran out of his mouth while speaking,disgust
i saw a program on tv where they had to saw a skull for an operation,disgust
i saw a septic smelling wound,disgust
i saw a so of black worm being attacked by many ants,disgust
i saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car his face was completely away,disgust
i saw in an icecream kiosque a cockroach walking through a cornet,disgust
i saw in the street a man spitting,disgust
i saw pa of a prince video with him crawling out of a bath tub,disgust
i saw some images of a decapitation in a horror film,disgust
i saw someone that i thought i knew repeatedly drunk i do not like to be around alcoholics,disgust
i saw the gare of a prison this gare and the building were in deplorable condition and were full of rubbish,disgust
i stayed at the coast for a weekend with friends my brother came to drive me home but was rude and in a hurry to rejoin his friends i was embarrassed because the family involved was extremely nice and hospitable to him,disgust
i stayed for several weeks with a friend of mine before she moved to live with her husband one evening he came drunk and made an awful scene which i still remember,disgust
i stormed into the room hoping to cool myself with some soft music from my three band radio cassette there was only young kaley there and he explained your aunt has sold it as she wanted to buy clothes,disgust
i studied medicine for several semesters i was always disgusted when we had the dissectingcourse i cannot understand why some persons like this course,disgust
i think i have hardly had a situation where i felt disgusted perhaps once when i saw a big spider,disgust
i thought that the guy i had been associating with for over a year went out or times with a high school girl whom he claimed not to like,disgust
i took a psych experiment with a totally unappealing gay man as the experimentor some homosexuals are funny or cute but this guy was disgusting plus the experiment was about gays too,disgust
i trusted a friend of mine but she lied to me about something and this disgusted me,disgust
i used to play with a group of classmates and i found out later that they were cheap in thought behaviour and conduct they would smoke fight and speak foul language i thought that they destroyed the image of college students,disgust
i usually come back home early but this day i came home back late to find some visitors at my place,disgust
i visited a place in morocco where they worked the leather i saw the skins emerged in a liquid which ressembled putrification,disgust
i vividly remember having feelings of disgust toward some of my jr high classmates who didnt work at all on their schoolwork and who would coplain and take my tax money when i was older and more successful than they were at the time i pictured some adults like this that i knew in the complaining situation,disgust
i wanted to take something from under my bed while doing this i felt a dead bird laying under my bed,disgust
i was an instructior in a youth organization whenever we the instructors would have a meeting the advisor would be present he did not understand our worknig conditions but talked a lot and had a lot of outdated ideas whenever we disagreed with him he was very discontent and said that we had a prejudice against him why did he have to treat us as his subordinates,disgust
i was at the table at a french friends house they served me a big dish with roast cauliflower and sauce i had to eat it,disgust
i was dancing malipenga traditional dance i exaggerated the steps i was supposed to make in the negative way this happened in front of spectators it was bad for our boma group because i was on the front line where ability is displayed and it is this ability that counts when choosing the winning side,disgust
i was disappointed by a girlfriend when i visited her at her home in woodlands,disgust
i was disgusted at myself when i dropped a vital catch while playing a cricket match and we lost the match though the catch was difficult,disgust
i was disgusted at the behavior of these boys i work with in the scouting program they showed a lack of interest unrest and at times just plain rude behavior,disgust
i was disgusted at the existing redtape in the government offices i accquired my passpo three months after having applied for it and i had to go back five times to them to correct a minor error,disgust
i was disgusted at the university wanting some of us to travel from our homes to the lectures here every day the way the whole thing was handled disgusted me,disgust
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,disgust
i was disgusted by my paranoid attitude towards myself my homework at university and disgusted about my lack of retention especially in learning another language,disgust
i was disgusted from a quarrel between two married people in which the children were involved as accusers of one of the parents,disgust
i was disgusted the other day i was told to take off the dogs faeces around the house since they smelled bad i did the job but in the end i felt disgusted,disgust
i was disgusted to discover that my girlfriend of few weeks was already fooling around with another guy i was disappointed as the guy was a rogue and i respected my girlfriend,disgust
i was disgusted to find out that the water isnt filtered or purified before it leaves latimer hall from the drains,disgust
i was disgusted to see a person vomitting and i was told to clean the place where the vomit was,disgust
i was disgusted when i was told to dress a big rotten stinky wound which coming closer made me feel like vomitting,disgust
i was disgusted when my brother was arrested because of stealing money,disgust
i was disgusted when my little sister had been hit badly by her friends,disgust
i was disgusted when our cricket team manager dropped me from the team,disgust
i was disgusted with a friends behaviour when she got absolutely drunk so that she vomitted all over my house,disgust
i was disgusted with my brothers behaviour when he kept throwing things away because of his anger after mum had shouted at him,disgust
i was disgusted with my girlfriends behaviour she was going out with other boys who were also my friends,disgust
i was disgusted with the behaviour of one of my fellow students during my secondary school life he was a habitual noisemaker and caused great conflicts with the teachers,disgust
i was disgusted with the hypocrisy of my colleagues from the group,disgust
i was dominated by a ceain person and even though i knew it i could not change my own reactions,disgust
i was double crossing mercy and maria they one day came to know each other i was found by mercy redhaded when i was with maria,disgust
i was drinking coffee in a cafe and i found a piece of scrubber in my cup,disgust
i was driving along and saw this young guy urinating into the gutter in broad daylight,disgust
i was eating in the dinning hall and some women joined me i could not eat with them so i left the dinning hall,disgust
i was forced to go to a pay with someone i didnt love and he was telling people that i was his girlfriend,disgust
i was forced to stay in the canteen and eat the food that i had not asked for but got it anyway,disgust
i was hitchhiking when a man stopped and gave me a lift to nijmegen during the ride he asked me whether i was in for fun the man was fat and tatooed,disgust
i was in a train when a woman staed talking loudly and attracting everybodys attention the worst thing was that she was discussing something about which she knew nothing with another person,disgust
i was in the cafeteria at the university and a classmate told me that a friend of hers had had all her teeth taken out because of an infection caused by her eating a rats nail in her hamburger,disgust
i was insulted without a reason by a drunk man,disgust
i was listening to a priest in church saying how sinful man was and how all men should renounce their desires and pleasures to please god i could never understand how something that brings you joy could be a sin,disgust
i was looking after a dying patient at work one night a young woman my colleague was talking to her relatives and to offer them any suppo emotionally physically and then sent them down to the coffee shop to have a dinner rather than offering the facilities available for their use cause it involved her having to do some work seeing them again i felt disgusted at her attitude,disgust
i was looking at a oneman show on television he told very disgusting things so that i staed to be disgusted with it later on it proved that this was his intention,disgust
i was looking for an object when i came across a rotten corpse of a rat,disgust
i was most disgusted when i had to make a nagging three day journey recently from calcutta to bombay it was very boring and tiring,disgust
i was on a walk with my child when i met a drunk woman,disgust
i was on my way home by bus a man who had drunk a fair amount of alcohol staed talking trying to hug and pat a woman sitting next to him founately it was not me,disgust
i was once raped one year ago by a man who was a lot older than me and whom i just met maybe it wasnt rape but the man wanted more than i wanted to give him since there were other people in vicinity,disgust
i was playing a spo in an advanced pe class and many of the people were not advanced,disgust
i was present when they found a shopkeeper dead in his shop he had been shot with a shotgun at close range,disgust
i was reading in the paper the feature on henry lucas who claims to have killed people he was a recreational killer and a necrophiliac and zoophiliac he has raped and beaten many women and killed men too,disgust
i was really disgusted when i saw one of my friends soiling on his clothes i thought he was mad,disgust
i was returning from the universtity at night when i was accosted by a boy who molested me passing his hands on my body,disgust
i was shopping in utrecht with friends we also ate some chips and snacks in a snackbar then we saw a shabby fellow he took a cold half eaten croquette a snack from a rubbish bin and eat it,disgust
i was sitting at a rock conce listening to an extremely loud band a tiny baby in a crawler had been left by his young mother right out in the sun next to a speaker and was screaming probably in pain,disgust
i was sitting in a stationhall and watching a lavatory attendant she was very diy she staed to eat something out of a diy cup it must have been something like lard then she took some breadcrumbs out of the pockets of her apron and ate them i had to leave i felt like vomitting,disgust
i was sitting in school waiting for my sister to go home suddenly a boy put fire in a paper and threw it were i was sitting the paper didnt get me but i felt terribly disgusted at this cowardliness and irresponsibility that caused a great discussion we went to the director and he drunk as always said that i was attention in school i felt disgust of this situation and of the persons implicated in it,disgust
i was sitting in the bus and a man with a very unpleasant smell came and sat next to me to top it all he smoked continously,disgust
i was stopped from entering a pay while i was at school but i had an invitation card with me this was done because they said i was too young to join elderly people,disgust
i was supposed to be studying for my math midterm a few days ago however i fooled around with my roommate and didnt sta studying until am i was disgusted with myself,disgust
i was told i shouldnt visit my sister because the holiday was sho,disgust
i was travelling in a local train when a drunkard smelling terribly entered the same carriage and staed eating fish that was stinking,disgust
i was travelling we were person one of them i met at the travel and didnt like her one night i was asleep while she and her friends were talking too loud in the kitchen i got up to ask for silence and since that day i felt constant disgust for her,disgust
i was very disgusted the first day i went to put a dead body in the mouary there were many dead bodies and some were uncovered so we had to put on top of the other bodies,disgust
i was working in a classmates house with a group a girl began to graze her foot against mine under the table,disgust
i watched the news at the tv it was a commentary about hainburg i felt disgusted when i heard members of the union speak about the situation,disgust
i went out with my sister her boyfriend and his friend i did not like this young man but suddenly he overcame me and kissed me he was very strong so that i could not defend myself,disgust
i went to a pay and there were some cakes which werent good and had a bad smell,disgust
i went to a pay with my boyfriend who got so drunk and staed vomiting it was so disgusting,disgust
i went to a restaurant with my boyfriend for dinner there we saw a couple the man of the couple was a negro and he hadnt manners for eat,disgust
i went to eat at my aunts house and she served macaroni with a horrible appearence i felt the sensation above the worst was that i was practically obliged to eat,disgust
i went to spend a night with a relative of mine and there i found that the bed had been wet the previous night,disgust
i went to the shopping centre to buy something and saw packets of kapenta with maggots in them oh,disgust
i witnessed a scene in which two women were abusing each other,disgust
i work patime as a shopassistant and a customer spoke to me very loudly about an indian man white woman with children how horrible that was and would i want to have little dark children,disgust
i worked in a harbour and emptied latrine containers from the back of the lorries,disgust
if a guy one is not interested in makes advances,disgust
im very disgusted when i see people abusing their body with drugs and alcohol they take advantage of these things usually for an excuse for the fantasies which they like and so they do things stupidly and unjustly,disgust
in a bus i fell sick and vomitted in a bag the entire situation was disgusting in itself,disgust
in a ceain book i read about cruelties and violence in prison and souteneur circles i felt especially disgusted when i read detailed descriptions of physical and mental toure of less powerful people,disgust
in a ceain occasion i saw a dog in the street eating something so strange gooey that i wasnt able to eat lunch because i remembered the scene all the time,disgust
in a disco there was a diy little chap who punched my bottom,disgust
in a film there was a scene in which a rat was sliding on a bed leaving a trace of blood behind finally it entered the mouth of one of the actors,disgust
in a film there was an episode where they used a chain saw to cut a man i could not look at it but i could not avoid listening either i sought shelter in my boyfriends arms,disgust
in a lift a drunken fat and untidy man tried to make advances at me,disgust
in a park near our home a group of young people who were strangely dressed were seated in the middle of the street they began to eat while carressing each other,disgust
in a public swimming hall i saw a very aggressive man who practically attacked the children who got in his way when he was swimming,disgust
in a sexual experience with an unknown woman where after the sexual act i only could go away without looking backwards,disgust
in a study group a person always liked to argue on some unimpoant irrelevant and minor points he tried to persuade others in an unfriendly way he was obstinate and would not accept others point of view,disgust
in a warm bus full of people someone vomited and the whole bus stank,disgust
in autumn i had to move to another lodging my landlords quite intelligent people warned me i had to move in the nearest future but i had difficulties in moving my luggage because i couldnt wait for a car to come how amazed i was to hear them threatening me they would throw our my things and at that my luggage was well packed and did not stand in their way i was quite disappointed and disgusted,disgust
in broad daylight i saw an untidy old man pissing and playing with his penis in the middle of the town,disgust
in cinema i saw a film which showed how a person was torn out his guts when he was still alive,disgust
in contact with a poor family of noheast it was offered to me a crab to eat at my request but the fact that this crab was prepared antihygienically and his appearence was also antihygienically it caused me disgust but i ate it anyway,disgust
in may somebody blamed me that i made him to be caught while peeping during the nursing test which made me feel disgusted,disgust
in my village there was this tax collector who used to cheat people and collected more than was wanted the surplus was for his family and himself,disgust
in punjab when in the name of religion people killed each other during the agitation,disgust
in school i had difficulties mith mathematics when i had to work for an examination i really felt disgusted,disgust
in secondary school i had a classmate who talked too much once we went to the cinema after school and she sat next to me and commented the movie throughout very disgusting,disgust
in the army an acquaintance of mine tended to use his position to advance his own interests,disgust
in the army i had been in hospital for two weeks and as soon as i returned to the company a sergeant ordered me to fetch a load on the tractor trailer,disgust
in the bus i was sitting next to a colleage who was drunk and behaved in keeping with his state,disgust
in the evening while i was watching tv my little brother came in and staed eating food he had brought from the kitchen while i was trying to concentrate on the program,disgust
in the morning the cat of my landlady had vomited on the floor near the staircase i take to go to the bathroom,disgust
in the tram there was a fat sickly looking woman in front of me who was asking for directions in a thick voice when she got up to go a disgusting smell of urine came from her i felt that i would choke,disgust
in ward a was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected few people could come near him,disgust
in ward a there was a patient suffering from syphilitic paraplegia and had pressure sores the wounds had offensive smell that only a few people the place,disgust
insulted by somebody,disgust
insulting other people,disgust
it happened that one of my best friends just took my shi without my knowledge i hadnt put it on for many days and i was sho of clothes,disgust
it is very difficult to relate it to a ceain event i am familiar with the disgust of sare la nauste a frequently occurring cause may be described as the selfassured dullness,disgust
it was a narrow and diy passage which was located near the market and i had to stand there to wait for people,disgust
it was at a comsomol meeting the last one because we were to graduate the way one of my fellowstudents behaved made me feel disgusted,disgust
it was in a tramwaycarriage a stranger insulted a girl just because she blew her nose i detested his behaviour,disgust
it was when i drunk urine during my childhood thinking it was water my friend had urinated in the tin,disgust
it was when i read a newspaper aicle on the future and they foresaw that we would be eating frogburgers by the year an illustration showed a frog between two pieces of bread,disgust
it was when my father beat my mother while she was ill for three weeks and now she was recovering,disgust
knowing that i had to do the survey with him i felt very reluctant although i do not know him i feel disgusted by just looking at him thinking that the project lasted several days i regreted having joined that project,disgust
last week a former school secondary mate of mine who is now in a differentt school came to my room here at unza in my absence he was drunk and he vomited in my room i was unhappy,disgust
lecturers being unfair to me in repos,disgust
listening to my roommate boasting about her new clothes,disgust
maltreatment of children,disgust
many times when my father used to come home drunk and maltreated physically me and my mother,disgust
my best friend suddenly acting strange towards me,disgust
my boss on the job failed to keep his promise about something he knew was extremely impoant to me,disgust
my boyfriend and i did not have any contact with each other during the summer holidays i met him the day of the registration and looked through him in the canteen he asked me if i wanted to have a drink and i said no as i did not want him to do me a favour,disgust
my brother caught a spider and let his frog eat it,disgust
my brother gave me a beating because he could not beat me verbally,disgust
my classmate at tiss has the habit of biting his nails and ever since my childhood i have never liked this habit this person is near me in class dining hall and the campus so i suggested that he should stop biting his nails however he found it difficult and my disgust feelings have not changed,disgust
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,disgust
my dog had been run over and died near the house we had to pick him up cold and glassy eyed to get rid of the corpse,disgust
my elder sister forced me to do a few things which i did not like to do,disgust
my father insulted by other people,disgust
my father is someone i disgust so when he comes close to me a feeling of disgust overwhelms me when i stay a weekend at my parents place i will remember it for long time,disgust
my father promised to send me pocket money at the monthend since i wanted to buy a new pair of shoes when i was at secondary school but he didnt,disgust
my first day to work in hospital when i was dressing wounds i was disgusted when i came across one wound with a very bad smell,disgust
my flatmate and close friend living and sleeping with another close friend of mine,disgust
my friend and i worked for the community centre by holding a booth one day my friend went off to another booth to play this meant that i was very busy and could not maintain order his behaviour disgusted me,disgust
my friend promised to take me out for a movie but he didnt turn up,disgust
my friends and i were sitting at a restaurant we were talking and a few of them said awful things about women i became disgusted by their narrowmindedness,disgust
my friends arent working for the same common goal we all need to accomplish,disgust
my girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk whats more she drove home and couldnt remember doing so i was disgusted by her state and her actions,disgust
my girlfriend lost her temper without any reason and she did not consider or respect my feelings,disgust
my husband falls ill and does not follow the doctors advice on the treatment or the diet control,disgust
my lifepaner is going through a crisis way of life oldfashioned values and can only get out of it by talking bold decisions i have noticed his cowardice and attempts to escape his problems by drinking i detest his drinking and his being full of selfpity,disgust
my main disgust is against codfish because i detest even the smell of it,disgust
my mother called me because she had read through the enveloppe a letter addressed to me she denied having read it intentionally and said the words just popped out through the enveloppe as the sun was shining on it hah hah,disgust
my mother was always fastidious about my room bed time etc she treated us strictly and punished us physically these things were intolerable,disgust
my mother was very angry with my little sister and told her to put her hands on the table in order to beat her hands up she forced by means of her power,disgust
my notes were not returned to me it kept on being procrastinated,disgust
my older sister used to pick on my brothers and sisters all of whom were younger than her on one occasion my brother did something my sister didnt like a fullscale battle began,disgust
my parents attitude towards each other when they should become reconciled despite my fathers longtime addiction,disgust
my parents claimed me on their income tax after i had been out of the house for two years receiving no financial suppo from them as result i had to work more during school because they were expected by the fao to contribute to my education when they refuse to do so,disgust
my parents inherited an appament and this made them behave in a peculiar manner,disgust
my roommate being nice to a pay leader in order to get into the pay,disgust
my roommate boasting about her english lectures,disgust
my roommate messing up our room,disgust
my roommate talking and shaking her bed at night,disgust
my roommate was drunk he vomited on the floor and fell face down on the vomit nearly choking himself to death then he fainted and so i called the first aid,disgust
my roommates lack of consideration of me,disgust
my superior at the summer job swindled customers as much as he could and once put me in a difficult situation after which i could not but detest him,disgust
negative statement concerning me of a friend before strangers,disgust
next door nieghbour ran over his cat in driveway he tried to finish it off with a flat shovel i would have taken cat to veterinary to either kill humanely or cure,disgust
no response,disgust
no very strong such emotion treatment of my sister by her dancing instructor he is a user ie takes advantage of her good nature,disgust
noisy people in the library,disgust
normally my father never tells vulgar jokes we do not speak about sexual things too but once he told such a vulgar joke that i was really disgusted he did not tell me but some of his friends but i was present,disgust
not applicable,disgust
nothing,disgust
noticing my flat had maggotts,disgust
now that the ers are winners the fans are coming out of the woodwork and jumping on the bandwagon and that disgusts me,disgust
obscene phone calls,disgust
observation of people lost in the profit motive ie business managers to their actions esp,disgust
observing someone in the cafeteria noisily gulping in his food having extremely bad manners,disgust
old man in hospital hollowcheeked only one half of his nose and glasseye rattling breath,disgust
on a camp boys and girls in one cabin one guy forced himself upon another girl and was having intercourse while the girl in the bunk beneath was pretending to be asleep and not be ill,disgust
on a trip abroad a ladylike member of our group turned out to be an alcoholic she spoilt many days of my holidays because of her behaviour and paranoia,disgust
on a trip i passed by a cellulose factory it was a fine day beautiful landscape i observed this factory with disgust,disgust
on a trip to santander a child sitting beside me fell ill and staed to vomit seeing this made me feel very bad,disgust
on boat trip saw mother giving young child aprox years cigarettes,disgust
on christmas day a drunk man came to our house without a shi on he dansed spoke nonsense and behaved stupidly,disgust
on my way home in the middle of the night i saw a drunk man and a woman who were quarreling beating each other shouting and so on i felt disgusted especially because they treated each other in such a degrading way,disgust
on my way to a conce i went with a man who tried to molest me at that moment i did not care much but now the impression fills me with disgust,disgust
on reperbahn in a restaurant a charming old saleswoman came to beg a drink for herself,disgust
on school during a fancy fair there was a stand of amnesty international there i read for the first time a description of the toures of a woman what they did to her,disgust
on seeing a scene of an accident in a magazine,disgust
on the road there was a dead animal with its entrails showing and its skull crushed,disgust
on tv i saw a repo about church in amerika a priest was shown who was performing miracles in front of the camera i felt disgusted,disgust
once again my life paner came back home drunk at midnight,disgust
once at a camp a classmate criticized me in front of others now i find that this classmate is very disgusting,disgust
once i had to clean a lavatory which was obstructed it was in a friends country house and there was nobody there to help me,disgust
once i offended a friend instead of her coming to me to ask and discuss the matter she was just telling other people about it and say all she could about me,disgust
once when i had staed to write a paper there was a phone call for me i had to go downstairs to receive it and after the conversation i discovered that all the information had disappeared from my mind,disgust
once when i was babysitting for some neighbors children i found roaches in ther bathroom i had never seen a roach before but i called my mother to make sure thats what they were and she came over and checked,disgust
once when i was studying for my examination i was asked to do some work which was unavoidable,disgust
once while studying for my exam i found so many complicated words that it disgusted me,disgust
one day i was going through the street door of my house when a man asked me for a doctor he then showed me his genitals and asked me to cure him myself,disgust
one day i was in the countryside with several friends and we began to eat figs after we were all full we noticed that all the figs were full of worms,disgust
one day i was walking with my boyfriend we met my exboyfriend and out of jealousy he staed calling me names,disgust
one day i went to see a rather disagreeable film x,disgust
one day i went to town to get my grocery on my way back i took a mini bus which was full of drunk students i felt very disgusted,disgust
one day my colleague misbehaved with me i felt disgusted and thought to myself that he could only do this because i was a woman,disgust
one day my friend told me that she had heard that i was moving about with her boyfriend i was disgusted with the news,disgust
one day when i was sitting in a not very crowded bus a middle aged woman was standing beside me the person sitting next to me got up to get off and this woman pushed me and occupied the seat then she took off her shoes and put her feet on the seat,disgust
one day at an impoant place i met a group of girls and while we were waiting for a bus these girls staed smoking and commanded me to smoke i felt very disgusted,disgust
one day when i was twelve years old my brother took some slimy substance swimming on the surface of a pot of vinegar made of cider and threatened to throw it at me,disgust
one evening when a boy who was drunk made a pass at me by trying to kiss me,disgust
one night i saw a man being knocked down by two other men the victim was kicked against his head,disgust
one of my best friends was found lying flat on the road because he was drunk and was taken by the police and put in a cell i went to see him the following morning the place was really a mess and was smelling badly i didnt like it,disgust
one of my fellow students used questionable and unfair means to advance her studies faster than others i detested her,disgust
one of my flatmates and i came back to the flat monday morning to find a real mess left by the guy we share with,disgust
one of my good friends told people something i had told her in confidence about someone else,disgust
one of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully,disgust
one of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat,disgust
one of those days when i was going to school with my brother and he annoyed me,disgust
one time at the hospital i passed near the intensive care room the offensive smell that came out disgusted me in such a way that i didnt even dare to enter the room,disgust
our boarder burping after meals,disgust
our neighbour came and gossiped about others with my parents,disgust
out of sheer curiosity i went to see a pornographic movie in copenhagen the room was full of men who panted and masturbated very disgusting,disgust
outside a night club a grown man was sitting on top of a younger woman beating her up,disgust
over an argument,disgust
overeating a traditional type of food blood pudding,disgust
people not cueing in the college dining room,disgust
people spitting in railway stations,disgust
people talking in an impoant lecture,disgust
people who came to our home and requested put out your smoke that we should not smoke in our house and asked not even politely it disgusted me because i think people need to adapt to the situation,disgust
people who discriminate other people disgust me,disgust
person talking about a situation while eating,disgust
pictures of nazi extermination camps on a tv program,disgust
political and military trnsgressions around the world generally speaking this cannot be described through this questionaire,disgust
postgraduate students talking about girls stupid,disgust
prolonged niggling of friend on a single theme which i considered of no consequence,disgust
quarreling with my father when he made false asseions,disgust
reading about executions and massacres which happened during world war ii i felt disgust towards those who did it,disgust
reading literature on aidshomosexuality,disgust
recently in the tram a man ran his fingers over my girlfriend then over me,disgust
returning home in the late afternoon i saw an indecent act made by a man with the purpose that i saw it,disgust
right now i volunteer at a hospital yesterday halloween i dressed up as a doctor and went to work the volunteer coordinator told me after my shift that it was dangerous to have done what i did,disgust
robbery mentioned under sadness,disgust
salo a movie film by pasolini people were misused and toured for the fun of a few elder italian authorities during world war ii,disgust
saw a beggar on the street china still so poor,disgust
saw a dead rat on the street,disgust
saw a diy street,disgust
saw a man dressed as a woman,disgust
saw a mate bribing the leader,disgust
saw a real pay leader,disgust
saw a scene in a movie implying incest as humorous,disgust
saw a selfish person doing a selfish thing,disgust
saw a very arrogant girl walking like a queen,disgust
saw an arrogant girl walking pass by,disgust
saw chinese people flattering foreigners,disgust
saw my brotherinlaw insulting my sister,disgust
saw my class leader acting like a god when he chose people to go to your english lectures,disgust
saw my father with that woman he is married to now,disgust
saw my roommate messing up our room,disgust
saw my unfair repo,disgust
saw people quarreling in a bus,disgust
saw people spitting in public,disgust
saw some girls dressed up like americans,disgust
saw some young people fighting for seats on a bus,disgust
saw someone acting in a false manner in public,disgust
saw someone licking his dining bowl,disgust
saw someone messing up our room,disgust
saw someone spitting in public,disgust
saw someone who picked up a cigarette from the floor and smoked it,disgust
saw two canadian students boasting about how rich they are in canada,disgust
scuffle in a carriage of the underground in vienna three drunk men thrashed a man in a wheel chair i watched the scene from another carriage,disgust
seeing a film in which there were several bloody crimes,disgust
seeing a friend making love to a high school girl i accidentally was dragged into this room where the happenings had occurred i was disgusted at the reality,disgust
seeing a person panhandling money on telegraph,disgust
seeing a pornographic film when looking for a place to live,disgust
seeing a pornographic movie in which animals were used,disgust
seeing maltreated dead animals,disgust
seeing persons spending money in a shopping center with completely indifference to the misery reigning in our country,disgust
seeing someone who has bleeding nose,disgust
several weeks ago i had problems with friends i felt disgusted by a friend,disgust
several years ago i stayed with friends in the mountains for one week we lived in a hut and had to cook for ourselves one day my friend did not succeed in preparing spaghetti that dinner was terrible neveheless we all ate rather much and had an improper and unsavoury conversation,disgust
sitting in the dorm when the guys were verbally reading letters in penthouse,disgust
slaughtering of animals,disgust
some boys boasting about their ability to tell diy jokes,disgust
some boys not cueing in the dining hall,disgust
some foreign students playing loud music late at night,disgust
some friends and i were having lunch someone said something funny and one of the guys staed laughing and spat his food in a girls face,disgust
some people not cueing in the dining hall,disgust
some people were unfairly treated because of their nationalitycolour,disgust
some people whom i do not like at all and one of the reasons is their physical appearance,disgust
some students deliberately disobey me as a class leader,disgust
some students talking when other people are having a nap,disgust
some students trying to please the lecturer,disgust
some time ago a girl tried to make me up without any action of my pa she used all possible means although i behaved refusingly she did not give up for a longer time,disgust
some time ago a man tried to teach me something tried because it is very difficult to teach somebody when you yourself are not competent and cultured,disgust
some time ago i was disgusted with the cleanness of the refectory of our institute,disgust
somebody went around spreading news that i like people with money,disgust
someone acting stupid in public,disgust
someone being arrogant to me,disgust
someone called me a disgusting nickname,disgust
someone had stolen an aicle from a library journal,disgust
someone not responding to my criticism,disgust
someone ruining someones propey just for the fun of it,disgust
someone smoking on electric train electric trains are nonsmoking with alcohol smell coming from person,disgust
someone stole a k note and the teacher thought that it was me when i was not responsible for the theft,disgust
someone told me a story of amnesty international a boy was killed and his head was put in the litter of his girlfriend it looked as if she was pregnant then she died it is disgusting i can hardly write it down,disgust
someone vomited on the street,disgust
someone who was sitting very close to me was smoknig in the compament of an air conditioned minibus,disgust
so of awkward id introduced a lover but introduced as a friend to some members of my family and my niece yavanna whos six was home from school and at mums and dads and was really silly and at first it was ok but it went on and on yukky pooh you eat your snot etc and i felt cross she wouldnt stop but she had an audience and was in one of those moods once id accepted it was something everyone does at time i felt better it was paly having my friend there,disgust
spit and vomit,disgust
spoilt smashed and molded potatoes in the fridge and having to clean up the dish later,disgust
students on campus were unnecessarily creating trouble just to heckle the authorities not to achieve something concrete but to fuher their own interest,disgust
such a feeling springs up in me sometimes when i have meals at a catering establishment it is a result either of the look of the food or when watching the way some people eat,disgust
tv features showing the violation of defenceless people,disgust
talking to someone i disliked,disgust
the acts of brutal violence in generally disgusts me fights phisical aggrssion etc,disgust
the behaviour of a colleague of mine which doesnt correspond to my norms of behaviour,disgust
the behaviour of a fellow towards me and some others in the army was really mean i detested this,disgust
the behaviour of people spitting everywhere,disgust
the caerer refused to give me sugar to add to my tea saying that there was no sugar whilst it was there so i left the cafe disgusted without taking the tea,disgust
the curriculum of the year the english course was very heavy i had not prepared and the teacher asked several questions during class the students were not ready to answer the questions and the teacher was frustated,disgust
the day i was forced to use a public convenience place in town it was so filthy that it really made me sick,disgust
the day i went to eat dinner in the dinning hall and found a dead fly in my gravy,disgust
the disgust i feel towards a ceain person,disgust
the emotion came to me when a ceain girl who was not polite to her mother hit her sister severely,disgust
the event which got me angry got also an aversion in me,disgust
the first day i visited the hospital i was disgusted because i experienced offensive smell which i never expected i nearly ran away from the course,disgust
the first time i saw a pornographic film all that in practice is so beautiful but on the screen appered as something mechanical irrational disgusting and dehumanizing,disgust
the first time that i saw a surgeon cut off a leg and put it in a black rubbish bag,disgust
the lift of stockholm central station stank of vomit and urine,disgust
the male friend of my mother a widow moved in to live with us i did not like the man,disgust
the man who threw me out of the flat disgusted me,disgust
the murder of two girls on a school trip to berlin and sexual crimes generally a couple of years ago,disgust
the physical appearance of a meal,disgust
the price i was charged for work on my car,disgust
the repression of rioting and nonrioting blacks in south africa by the police of that democracy,disgust
the sadistinc exacution of a student in the usa,disgust
the same as in shame,disgust
the same event described under fear in the bus a man sat beside me with his trousers open and holding his penis,disgust
the serving lady in the students dining hall shouting at studennts,disgust
the sight of vomit on the street,disgust
the stories about my aunt who was beaten and humiliated by my uncle,disgust
the teacher of one course gave me questions with subquestions going from a to e for each question she asked me to do all this in one and a half hours it involved a lot of describing and explaining and even though i knew all the answers i could not finish the work,disgust
